vgs	-I(Vds)
Step Information: Vds=600m  (Run: 1/41)
1.640000000000001e+000	9.827202e-004
1.660000000000001e+000	9.993813e-004
1.680000000000001e+000	1.015887e-003
1.700000000000001e+000	1.032226e-003
1.720000000000001e+000	1.048387e-003
1.740000000000001e+000	1.064359e-003
1.760000000000001e+000	1.080130e-003
1.780000000000001e+000	1.095688e-003
1.800000000000000e+000	1.111021e-003
Step Information: Vds=840m  (Run: 9/41)
0.000000000000000e+000	2.300092e-010
2.000000000000000e-002	4.249825e-010
4.000000000000000e-002	7.846284e-010
6.000000000000000e-002	1.446276e-009
8.000000000000000e-002	2.659264e-009
1.000000000000000e-001	4.872765e-009
1.200000000000000e-001	8.887642e-009
1.400000000000000e-001	1.611289e-008
1.600000000000000e-001	2.898560e-008
1.800000000000000e-001	5.163284e-008
2.000000000000000e-001	9.086728e-008
2.200000000000000e-001	1.576080e-007
2.400000000000000e-001	2.688011e-007
2.600000000000000e-001	4.498962e-007
2.800000000000000e-001	7.379315e-007
3.000000000000000e-001	1.185246e-006
3.200000000000000e-001	1.863586e-006
3.400000000000000e-001	2.867705e-006
3.600000000000000e-001	4.316541e-006
3.800000000000001e-001	6.349466e-006
4.000000000000001e-001	9.115911e-006
4.200000000000001e-001	1.275913e-005
4.400000000000001e-001	1.739794e-005
4.600000000000001e-001	2.311180e-005
4.800000000000002e-001	2.993370e-005
5.000000000000001e-001	3.785194e-005
5.200000000000001e-001	4.681873e-005
5.400000000000002e-001	5.676206e-005
5.600000000000002e-001	6.759731e-005
5.800000000000002e-001	7.923655e-005
6.000000000000002e-001	9.159481e-005
6.200000000000002e-001	1.045937e-004
6.400000000000002e-001	1.181630e-004
6.600000000000003e-001	1.322408e-004
6.800000000000003e-001	1.467730e-004
7.000000000000003e-001	1.617125e-004
7.200000000000003e-001	1.770180e-004
7.400000000000003e-001	1.926535e-004
7.600000000000003e-001	2.085870e-004
7.800000000000004e-001	2.247903e-004
8.000000000000004e-001	2.412379e-004
8.200000000000004e-001	2.579069e-004
8.400000000000004e-001	2.747766e-004
8.600000000000004e-001	2.918280e-004
8.800000000000005e-001	3.090437e-004
9.000000000000005e-001	3.264079e-004
9.200000000000005e-001	3.439056e-004
9.400000000000005e-001	3.615234e-004
9.600000000000005e-001	3.792483e-004
9.800000000000005e-001	3.970687e-004
1.000000000000000e+000	4.149735e-004
1.020000000000001e+000	4.329524e-004
1.040000000000001e+000	4.509958e-004
1.060000000000001e+000	4.690945e-004
1.080000000000001e+000	4.872401e-004
1.100000000000001e+000	5.054246e-004
1.120000000000001e+000	5.236405e-004
1.140000000000001e+000	5.418804e-004
1.160000000000001e+000	5.601379e-004
1.180000000000001e+000	5.784062e-004
1.200000000000001e+000	5.966794e-004
1.220000000000001e+000	6.149516e-004
1.240000000000001e+000	6.332171e-004
1.260000000000001e+000	6.514706e-004
1.280000000000001e+000	6.697069e-004
1.300000000000001e+000	6.879208e-004
1.320000000000001e+000	7.061075e-004
1.340000000000001e+000	7.242621e-004
1.360000000000001e+000	7.423798e-004
1.380000000000001e+000	7.604558e-004
1.400000000000001e+000	7.784856e-004
1.420000000000001e+000	7.964643e-004
1.440000000000001e+000	8.143870e-004
1.460000000000001e+000	8.322489e-004
1.480000000000001e+000	8.500451e-004
1.500000000000001e+000	8.677703e-004
1.520000000000001e+000	8.854192e-004
1.540000000000001e+000	9.029862e-004
1.560000000000001e+000	9.204654e-004
1.580000000000001e+000	9.378507e-004
1.600000000000001e+000	9.551354e-004
1.620000000000001e+000	9.723128e-004
1.640000000000001e+000	9.893753e-004
1.660000000000001e+000	1.006315e-003
1.680000000000001e+000	1.023124e-003
1.700000000000001e+000	1.039793e-003
1.720000000000001e+000	1.056313e-003
1.740000000000001e+000	1.072674e-003
1.760000000000001e+000	1.088865e-003
1.780000000000001e+000	1.104877e-003
1.800000000000000e+000	1.120696e-003
Step Information: Vds=870m  (Run: 10/41)
0.000000000000000e+000	2.450028e-010
2.000000000000000e-002	4.526627e-010
4.000000000000000e-002	8.356433e-010
6.000000000000000e-002	1.540055e-009
8.000000000000000e-002	2.831039e-009
1.000000000000000e-001	5.185892e-009
1.200000000000000e-001	9.454832e-009
1.400000000000000e-001	1.713188e-008
1.600000000000000e-001	3.079725e-008
1.800000000000000e-001	5.481206e-008
2.000000000000000e-001	9.635907e-008
2.200000000000000e-001	1.669206e-007
2.400000000000000e-001	2.842663e-007
2.600000000000000e-001	4.750045e-007
2.800000000000000e-001	7.777448e-007
3.000000000000000e-001	1.246875e-006
3.200000000000000e-001	1.956676e-006
3.400000000000000e-001	3.004776e-006
3.600000000000000e-001	4.512937e-006
3.800000000000001e-001	6.622683e-006
4.000000000000001e-001	9.484200e-006
4.200000000000001e-001	1.323963e-005
4.400000000000001e-001	1.800479e-005
4.600000000000001e-001	2.385487e-005
4.800000000000002e-001	3.081811e-005
5.000000000000001e-001	3.887842e-005
5.200000000000001e-001	4.798459e-005
5.400000000000002e-001	5.806228e-005
5.600000000000002e-001	6.902555e-005
5.800000000000002e-001	8.078597e-005
6.000000000000002e-001	9.325859e-005
6.200000000000002e-001	1.063654e-004
6.400000000000002e-001	1.200366e-004
6.600000000000003e-001	1.342110e-004
6.800000000000003e-001	1.488349e-004
7.000000000000003e-001	1.638618e-004
7.200000000000003e-001	1.792509e-004
7.400000000000003e-001	1.949665e-004
7.600000000000003e-001	2.109771e-004
7.800000000000004e-001	2.272547e-004
8.000000000000004e-001	2.437741e-004
8.200000000000004e-001	2.605128e-004
8.400000000000004e-001	2.774501e-004
8.600000000000004e-001	2.945673e-004
8.800000000000005e-001	3.118473e-004
9.000000000000005e-001	3.292743e-004
9.200000000000005e-001	3.468337e-004
9.400000000000005e-001	3.645119e-004
9.600000000000005e-001	3.822965e-004
9.800000000000005e-001	4.001757e-004
1.000000000000000e+000	4.181387e-004
1.020000000000001e+000	4.361753e-004
1.040000000000001e+000	4.542760e-004
1.060000000000001e+000	4.724319e-004
1.080000000000001e+000	4.906348e-004
1.100000000000001e+000	5.088765e-004
1.120000000000001e+000	5.271499e-004
1.140000000000001e+000	5.454480e-004
1.160000000000001e+000	5.637640e-004
1.180000000000001e+000	5.820919e-004
1.200000000000001e+000	6.004256e-004
1.220000000000001e+000	6.187597e-004
1.240000000000001e+000	6.370884e-004
1.260000000000001e+000	6.554070e-004
1.280000000000001e+000	6.737103e-004
1.300000000000001e+000	6.919936e-004
1.320000000000001e+000	7.102522e-004
1.340000000000001e+000	7.284817e-004
1.360000000000001e+000	7.466777e-004
1.380000000000001e+000	7.648360e-004
1.400000000000001e+000	7.829522e-004
1.420000000000001e+000	8.010221e-004
1.440000000000001e+000	8.190415e-004
1.460000000000001e+000	8.370062e-004
1.480000000000001e+000	8.549118e-004
1.500000000000001e+000	8.727540e-004
1.520000000000001e+000	8.905284e-004
1.540000000000001e+000	9.082301e-004
1.560000000000001e+000	9.258545e-004
1.580000000000001e+000	9.433966e-004
1.600000000000001e+000	9.608510e-004
1.620000000000001e+000	9.782122e-004
1.640000000000001e+000	9.954743e-004
1.660000000000001e+000	1.012631e-003
1.680000000000001e+000	1.029676e-003
1.700000000000001e+000	1.046601e-003
1.720000000000001e+000	1.063400e-003
1.740000000000001e+000	1.080065e-003
1.760000000000001e+000	1.096586e-003
1.780000000000001e+000	1.112954e-003
1.800000000000000e+000	1.129161e-003
Step Information: Vds=900m  (Run: 11/41)
0.000000000000000e+000	2.609200e-010
2.000000000000000e-002	4.820455e-010
4.000000000000000e-002	8.897874e-010
6.000000000000000e-002	1.639562e-009
8.000000000000000e-002	3.013245e-009
1.000000000000000e-001	5.517886e-009
1.200000000000000e-001	1.005584e-008
1.400000000000000e-001	1.821080e-008
1.600000000000000e-001	3.271358e-008
1.800000000000000e-001	5.817096e-008
2.000000000000000e-001	1.021529e-007
2.200000000000000e-001	1.767288e-007
2.400000000000000e-001	3.005241e-007
2.600000000000000e-001	5.013458e-007
2.800000000000000e-001	8.194235e-007
3.000000000000000e-001	1.311248e-006
3.200000000000000e-001	2.053680e-006
3.400000000000000e-001	3.147244e-006
3.600000000000000e-001	4.716501e-006
3.800000000000001e-001	6.905018e-006
4.000000000000001e-001	9.863575e-006
4.200000000000001e-001	1.373300e-005
4.400000000000001e-001	1.862596e-005
4.600000000000001e-001	2.461325e-005
4.800000000000002e-001	3.171834e-005
5.000000000000001e-001	3.992085e-005
5.200000000000001e-001	4.916619e-005
5.400000000000002e-001	5.937780e-005
5.600000000000002e-001	7.046852e-005
5.800000000000002e-001	8.234946e-005
6.000000000000002e-001	9.493576e-005
6.200000000000002e-001	1.081498e-004
6.400000000000002e-001	1.219223e-004
6.600000000000003e-001	1.361925e-004
6.800000000000003e-001	1.509075e-004
7.000000000000003e-001	1.660210e-004
7.200000000000003e-001	1.814930e-004
7.400000000000003e-001	1.972880e-004
7.600000000000003e-001	2.133749e-004
7.800000000000004e-001	2.297260e-004
8.000000000000004e-001	2.463165e-004
8.200000000000004e-001	2.631238e-004
8.400000000000004e-001	2.801278e-004
8.600000000000004e-001	2.973099e-004
8.800000000000005e-001	3.146531e-004
9.000000000000005e-001	3.321418e-004
9.200000000000005e-001	3.497615e-004
9.400000000000005e-001	3.674988e-004
9.600000000000005e-001	3.853415e-004
9.800000000000005e-001	4.032780e-004
1.000000000000000e+000	4.212974e-004
1.020000000000001e+000	4.393898e-004
1.040000000000001e+000	4.575458e-004
1.060000000000001e+000	4.757566e-004
1.080000000000001e+000	4.940141e-004
1.100000000000001e+000	5.123105e-004
1.120000000000001e+000	5.306384e-004
1.140000000000001e+000	5.489913e-004
1.160000000000001e+000	5.673624e-004
1.180000000000001e+000	5.857458e-004
1.200000000000001e+000	6.041358e-004
1.220000000000001e+000	6.225268e-004
1.240000000000001e+000	6.409136e-004
1.260000000000001e+000	6.592914e-004
1.280000000000001e+000	6.776553e-004
1.300000000000001e+000	6.960008e-004
1.320000000000001e+000	7.143235e-004
1.340000000000001e+000	7.326194e-004
1.360000000000001e+000	7.508842e-004
1.380000000000001e+000	7.691139e-004
1.400000000000001e+000	7.873047e-004
1.420000000000001e+000	8.054528e-004
1.440000000000001e+000	8.235544e-004
1.460000000000001e+000	8.416056e-004
1.480000000000001e+000	8.596028e-004
1.500000000000001e+000	8.775420e-004
1.520000000000001e+000	8.954196e-004
1.540000000000001e+000	9.132315e-004
1.560000000000001e+000	9.309736e-004
1.580000000000001e+000	9.486420e-004
1.600000000000001e+000	9.662321e-004
1.620000000000001e+000	9.837395e-004
1.640000000000001e+000	1.001160e-003
1.660000000000001e+000	1.018487e-003
1.680000000000001e+000	1.035717e-003
1.700000000000001e+000	1.052843e-003
1.720000000000001e+000	1.069860e-003
1.740000000000001e+000	1.086761e-003
1.760000000000001e+000	1.103539e-003
1.780000000000001e+000	1.120187e-003
1.800000000000000e+000	1.136697e-003
Step Information: Vds=930m  (Run: 12/41)
0.000000000000000e+000	2.778159e-010
2.000000000000000e-002	5.132317e-010
4.000000000000000e-002	9.472448e-010
6.000000000000000e-002	1.745133e-009
8.000000000000000e-002	3.206487e-009
1.000000000000000e-001	5.869825e-009
1.200000000000000e-001	1.069257e-008
1.400000000000000e-001	1.935297e-008
1.600000000000000e-001	3.474024e-008
1.800000000000000e-001	6.171891e-008
2.000000000000000e-001	1.082638e-007
2.200000000000000e-001	1.870564e-007
2.400000000000000e-001	3.176102e-007
2.600000000000000e-001	5.289727e-007
2.800000000000000e-001	8.630423e-007
3.000000000000000e-001	1.378466e-006
3.200000000000000e-001	2.154731e-006
3.400000000000000e-001	3.295275e-006
3.600000000000000e-001	4.927421e-006
3.800000000000001e-001	7.196674e-006
4.000000000000001e-001	1.025423e-005
4.200000000000001e-001	1.423941e-005
4.400000000000001e-001	1.926158e-005
4.600000000000001e-001	2.538702e-005
4.800000000000002e-001	3.263446e-005
5.000000000000001e-001	4.097924e-005
5.200000000000001e-001	5.036352e-005
5.400000000000002e-001	6.070861e-005
5.600000000000002e-001	7.192620e-005
5.800000000000002e-001	8.392702e-005
6.000000000000002e-001	9.662632e-005
6.200000000000002e-001	1.099469e-004
6.400000000000002e-001	1.238199e-004
6.600000000000003e-001	1.381854e-004
6.800000000000003e-001	1.529907e-004
7.000000000000003e-001	1.681903e-004
7.200000000000003e-001	1.837445e-004
7.400000000000003e-001	1.996182e-004
7.600000000000003e-001	2.157807e-004
7.800000000000004e-001	2.322046e-004
8.000000000000004e-001	2.488653e-004
8.200000000000004e-001	2.657406e-004
8.400000000000004e-001	2.828105e-004
8.600000000000004e-001	3.000565e-004
8.800000000000005e-001	3.174620e-004
9.000000000000005e-001	3.350113e-004
9.200000000000005e-001	3.526903e-004
9.400000000000005e-001	3.704856e-004
9.600000000000005e-001	3.883852e-004
9.800000000000005e-001	4.063775e-004
1.000000000000000e+000	4.244518e-004
1.020000000000001e+000	4.425985e-004
1.040000000000001e+000	4.608080e-004
1.060000000000001e+000	4.790720e-004
1.080000000000001e+000	4.973820e-004
1.100000000000001e+000	5.157308e-004
1.120000000000001e+000	5.341109e-004
1.140000000000001e+000	5.525158e-004
1.160000000000001e+000	5.709392e-004
1.180000000000001e+000	5.893750e-004
1.200000000000001e+000	6.078177e-004
1.220000000000001e+000	6.262619e-004
1.240000000000001e+000	6.447026e-004
1.260000000000001e+000	6.631350e-004
1.280000000000001e+000	6.815545e-004
1.300000000000001e+000	6.999567e-004
1.320000000000001e+000	7.183376e-004
1.340000000000001e+000	7.366930e-004
1.360000000000001e+000	7.550192e-004
1.380000000000001e+000	7.733123e-004
1.400000000000001e+000	7.915688e-004
1.420000000000001e+000	8.097852e-004
1.440000000000001e+000	8.279579e-004
1.460000000000001e+000	8.460836e-004
1.480000000000001e+000	8.641588e-004
1.500000000000001e+000	8.821802e-004
1.520000000000001e+000	9.001445e-004
1.540000000000001e+000	9.180482e-004
1.560000000000001e+000	9.358879e-004
1.580000000000001e+000	9.536599e-004
1.600000000000001e+000	9.713608e-004
1.620000000000001e+000	9.889868e-004
1.640000000000001e+000	1.006534e-003
1.660000000000001e+000	1.023998e-003
1.680000000000001e+000	1.041375e-003
1.700000000000001e+000	1.058660e-003
1.720000000000001e+000	1.075849e-003
1.740000000000001e+000	1.092936e-003
1.760000000000001e+000	1.109915e-003
1.780000000000001e+000	1.126782e-003
1.800000000000000e+000	1.143530e-003
Step Information: Vds=960m  (Run: 13/41)
0.000000000000000e+000	2.957482e-010
2.000000000000000e-002	5.463276e-010
4.000000000000000e-002	1.008210e-009
6.000000000000000e-002	1.857120e-009
8.000000000000000e-002	3.411402e-009
1.000000000000000e-001	6.242848e-009
1.200000000000000e-001	1.136704e-008
1.400000000000000e-001	2.056185e-008
1.600000000000000e-001	3.688313e-008
1.800000000000000e-001	6.546571e-008
2.000000000000000e-001	1.147077e-007
2.200000000000000e-001	1.979280e-007
2.400000000000000e-001	3.355620e-007
2.600000000000000e-001	5.579395e-007
2.800000000000000e-001	9.086780e-007
3.000000000000000e-001	1.448632e-006
3.200000000000000e-001	2.259963e-006
3.400000000000000e-001	3.449035e-006
3.600000000000000e-001	5.145888e-006
3.800000000000001e-001	7.497853e-006
4.000000000000001e-001	1.065637e-005
4.200000000000001e-001	1.475905e-005
4.400000000000001e-001	1.991178e-005
4.600000000000001e-001	2.617629e-005
4.800000000000002e-001	3.356651e-005
5.000000000000001e-001	4.205361e-005
5.200000000000001e-001	5.157658e-005
5.400000000000002e-001	6.205469e-005
5.600000000000002e-001	7.339857e-005
5.800000000000002e-001	8.551864e-005
6.000000000000002e-001	9.833028e-005
6.200000000000002e-001	1.117567e-004
6.400000000000002e-001	1.257297e-004
6.600000000000003e-001	1.401897e-004
6.800000000000003e-001	1.550847e-004
7.000000000000003e-001	1.703698e-004
7.200000000000003e-001	1.860055e-004
7.400000000000003e-001	2.019574e-004
7.600000000000003e-001	2.181949e-004
7.800000000000004e-001	2.346909e-004
8.000000000000004e-001	2.514212e-004
8.200000000000004e-001	2.683637e-004
8.400000000000004e-001	2.854987e-004
8.600000000000004e-001	3.028079e-004
8.800000000000005e-001	3.202748e-004
9.000000000000005e-001	3.378839e-004
9.200000000000005e-001	3.556212e-004
9.400000000000005e-001	3.734736e-004
9.600000000000005e-001	3.914289e-004
9.800000000000005e-001	4.094758e-004
1.000000000000000e+000	4.276040e-004
1.020000000000001e+000	4.458035e-004
1.040000000000001e+000	4.640652e-004
1.060000000000001e+000	4.823805e-004
1.080000000000001e+000	5.007416e-004
1.100000000000001e+000	5.191408e-004
1.120000000000001e+000	5.375711e-004
1.140000000000001e+000	5.560261e-004
1.160000000000001e+000	5.744993e-004
1.180000000000001e+000	5.929849e-004
1.200000000000001e+000	6.114775e-004
1.220000000000001e+000	6.299719e-004
1.240000000000001e+000	6.484631e-004
1.260000000000001e+000	6.669465e-004
1.280000000000001e+000	6.854176e-004
1.300000000000001e+000	7.038722e-004
1.320000000000001e+000	7.223064e-004
1.340000000000001e+000	7.407162e-004
1.360000000000001e+000	7.590980e-004
1.380000000000001e+000	7.774482e-004
1.400000000000001e+000	7.957635e-004
1.420000000000001e+000	8.140405e-004
1.440000000000001e+000	8.322760e-004
1.460000000000001e+000	8.504668e-004
1.480000000000001e+000	8.686100e-004
1.500000000000001e+000	8.867024e-004
1.520000000000001e+000	9.047409e-004
1.540000000000001e+000	9.227227e-004
1.560000000000001e+000	9.406446e-004
1.580000000000001e+000	9.585036e-004
1.600000000000001e+000	9.762967e-004
1.620000000000001e+000	9.940205e-004
1.640000000000001e+000	1.011672e-003
1.660000000000001e+000	1.029247e-003
1.680000000000001e+000	1.046744e-003
1.700000000000001e+000	1.064157e-003
1.720000000000001e+000	1.081483e-003
1.740000000000001e+000	1.098718e-003
1.760000000000001e+000	1.115858e-003
1.780000000000001e+000	1.132898e-003
1.800000000000000e+000	1.149833e-003
Step Information: Vds=990m  (Run: 14/41)
0.000000000000000e+000	3.147783e-010
2.000000000000000e-002	5.814459e-010
4.000000000000000e-002	1.072889e-009
6.000000000000000e-002	1.975897e-009
8.000000000000000e-002	3.628662e-009
1.000000000000000e-001	6.638156e-009
1.200000000000000e-001	1.208134e-008
1.400000000000000e-001	2.184110e-008
1.600000000000000e-001	3.914845e-008
1.800000000000000e-001	6.942160e-008
2.000000000000000e-001	1.215010e-007
2.200000000000000e-001	2.093693e-007
2.400000000000000e-001	3.544180e-007
2.600000000000000e-001	5.883027e-007
2.800000000000000e-001	9.564097e-007
3.000000000000000e-001	1.521856e-006
3.200000000000000e-001	2.369517e-006
3.400000000000000e-001	3.608694e-006
3.600000000000000e-001	5.372096e-006
3.800000000000001e-001	7.808756e-006
4.000000000000001e-001	1.107017e-005
4.200000000000001e-001	1.529207e-005
4.400000000000001e-001	2.057669e-005
4.600000000000001e-001	2.698112e-005
4.800000000000002e-001	3.451453e-005
5.000000000000001e-001	4.314397e-005
5.200000000000001e-001	5.280536e-005
5.400000000000002e-001	6.341602e-005
5.600000000000002e-001	7.488563e-005
5.800000000000002e-001	8.712429e-005
6.000000000000002e-001	1.000476e-004
6.200000000000002e-001	1.135792e-004
6.400000000000002e-001	1.276515e-004
6.600000000000003e-001	1.422054e-004
6.800000000000003e-001	1.571897e-004
7.000000000000003e-001	1.725596e-004
7.200000000000003e-001	1.882763e-004
7.400000000000003e-001	2.043056e-004
7.600000000000003e-001	2.206175e-004
7.800000000000004e-001	2.371851e-004
8.000000000000004e-001	2.539843e-004
8.200000000000004e-001	2.709934e-004
8.400000000000004e-001	2.881929e-004
8.600000000000004e-001	3.055646e-004
8.800000000000005e-001	3.230921e-004
9.000000000000005e-001	3.407602e-004
9.200000000000005e-001	3.585551e-004
9.400000000000005e-001	3.764636e-004
9.600000000000005e-001	3.944737e-004
9.800000000000005e-001	4.125744e-004
1.000000000000000e+000	4.307552e-004
1.020000000000001e+000	4.490064e-004
1.040000000000001e+000	4.673190e-004
1.060000000000001e+000	4.856846e-004
1.080000000000001e+000	5.040952e-004
1.100000000000001e+000	5.225433e-004
1.120000000000001e+000	5.410222e-004
1.140000000000001e+000	5.595253e-004
1.160000000000001e+000	5.780464e-004
1.180000000000001e+000	5.965797e-004
1.200000000000001e+000	6.151201e-004
1.220000000000001e+000	6.336622e-004
1.240000000000001e+000	6.522012e-004
1.260000000000001e+000	6.707326e-004
1.280000000000001e+000	6.892522e-004
1.300000000000001e+000	7.077557e-004
1.320000000000001e+000	7.262393e-004
1.340000000000001e+000	7.446993e-004
1.360000000000001e+000	7.631322e-004
1.380000000000001e+000	7.815346e-004
1.400000000000001e+000	7.999032e-004
1.420000000000001e+000	8.182349e-004
1.440000000000001e+000	8.365267e-004
1.460000000000001e+000	8.547756e-004
1.480000000000001e+000	8.729788e-004
1.500000000000001e+000	8.911334e-004
1.520000000000001e+000	9.092368e-004
1.540000000000001e+000	9.272862e-004
1.560000000000001e+000	9.452788e-004
1.580000000000001e+000	9.632121e-004
1.600000000000001e+000	9.810833e-004
1.620000000000001e+000	9.988894e-004
1.640000000000001e+000	1.016628e-003
1.660000000000001e+000	1.034296e-003
1.680000000000001e+000	1.051891e-003
1.700000000000001e+000	1.069409e-003
1.720000000000001e+000	1.086847e-003
1.740000000000001e+000	1.104202e-003
1.760000000000001e+000	1.121471e-003
1.780000000000001e+000	1.138649e-003
1.800000000000000e+000	1.155733e-003
Step Information: Vds=1.02  (Run: 15/41)
0.000000000000000e+000	3.349710e-010
2.000000000000000e-002	6.187053e-010
4.000000000000000e-002	1.141498e-009
6.000000000000000e-002	2.101858e-009
8.000000000000000e-002	3.858978e-009
1.000000000000000e-001	7.057012e-009
1.200000000000000e-001	1.283771e-008
1.400000000000000e-001	2.319458e-008
1.600000000000000e-001	4.154271e-008
1.800000000000000e-001	7.359731e-008
2.000000000000000e-001	1.286609e-007
2.200000000000000e-001	2.214068e-007
2.400000000000000e-001	3.742185e-007
2.600000000000000e-001	6.201204e-007
2.800000000000000e-001	1.006319e-006
3.000000000000000e-001	1.598247e-006
3.200000000000000e-001	2.483533e-006
3.400000000000000e-001	3.774423e-006
3.600000000000000e-001	5.606239e-006
3.800000000000001e-001	8.129587e-006
4.000000000000001e-001	1.149584e-005
4.200000000000001e-001	1.583864e-005
4.400000000000001e-001	2.125644e-005
4.600000000000001e-001	2.780161e-005
4.800000000000002e-001	3.547858e-005
5.000000000000001e-001	4.425034e-005
5.200000000000001e-001	5.404985e-005
5.400000000000002e-001	6.479258e-005
5.600000000000002e-001	7.638732e-005
5.800000000000002e-001	8.874396e-005
6.000000000000002e-001	1.017783e-004
6.200000000000002e-001	1.154145e-004
6.400000000000002e-001	1.295855e-004
6.600000000000003e-001	1.442328e-004
6.800000000000003e-001	1.593055e-004
7.000000000000003e-001	1.747597e-004
7.200000000000003e-001	1.905568e-004
7.400000000000003e-001	2.066632e-004
7.600000000000003e-001	2.230489e-004
7.800000000000004e-001	2.396874e-004
8.000000000000004e-001	2.565550e-004
8.200000000000004e-001	2.736302e-004
8.400000000000004e-001	2.908935e-004
8.600000000000004e-001	3.083270e-004
8.800000000000005e-001	3.259146e-004
9.000000000000005e-001	3.436411e-004
9.200000000000005e-001	3.614927e-004
9.400000000000005e-001	3.794565e-004
9.600000000000005e-001	3.975208e-004
9.800000000000005e-001	4.156743e-004
1.000000000000000e+000	4.339068e-004
1.020000000000001e+000	4.522088e-004
1.040000000000001e+000	4.705712e-004
1.060000000000001e+000	4.889859e-004
1.080000000000001e+000	5.074447e-004
1.100000000000001e+000	5.259406e-004
1.120000000000001e+000	5.444665e-004
1.140000000000001e+000	5.630163e-004
1.160000000000001e+000	5.815836e-004
1.180000000000001e+000	6.001630e-004
1.200000000000001e+000	6.187491e-004
1.220000000000001e+000	6.373368e-004
1.240000000000001e+000	6.559215e-004
1.260000000000001e+000	6.744986e-004
1.280000000000001e+000	6.930639e-004
1.300000000000001e+000	7.116135e-004
1.320000000000001e+000	7.301436e-004
1.340000000000001e+000	7.486505e-004
1.360000000000001e+000	7.671309e-004
1.380000000000001e+000	7.855814e-004
1.400000000000001e+000	8.039991e-004
1.420000000000001e+000	8.223808e-004
1.440000000000001e+000	8.407237e-004
1.460000000000001e+000	8.590250e-004
1.480000000000001e+000	8.772821e-004
1.500000000000001e+000	8.954923e-004
1.520000000000001e+000	9.136531e-004
1.540000000000001e+000	9.317620e-004
1.560000000000001e+000	9.498165e-004
1.580000000000001e+000	9.678143e-004
1.600000000000001e+000	9.857528e-004
1.620000000000001e+000	1.003630e-003
1.640000000000001e+000	1.021443e-003
1.660000000000001e+000	1.039189e-003
1.680000000000001e+000	1.056866e-003
1.700000000000001e+000	1.074472e-003
1.720000000000001e+000	1.092003e-003
1.740000000000001e+000	1.109457e-003
1.760000000000001e+000	1.126831e-003
1.780000000000001e+000	1.144122e-003
1.800000000000000e+000	1.161327e-003
Step Information: Vds=1.05  (Run: 16/41)
0.000000000000000e+000	3.563948e-010
2.000000000000000e-002	6.582315e-010
4.000000000000000e-002	1.214267e-009
6.000000000000000e-002	2.235419e-009
8.000000000000000e-002	4.103099e-009
1.000000000000000e-001	7.500750e-009
1.200000000000000e-001	1.363849e-008
1.400000000000000e-001	2.462630e-008
1.600000000000000e-001	4.407272e-008
1.800000000000000e-001	7.800406e-008
2.000000000000000e-001	1.362053e-007
2.200000000000000e-001	2.340685e-007
2.400000000000000e-001	3.950049e-007
2.600000000000000e-001	6.534529e-007
2.800000000000000e-001	1.058491e-006
3.000000000000000e-001	1.677918e-006
3.200000000000000e-001	2.602158e-006
3.400000000000000e-001	3.946398e-006
3.600000000000000e-001	5.848514e-006
3.800000000000001e-001	8.460546e-006
4.000000000000001e-001	1.193357e-005
4.200000000000001e-001	1.639891e-005
4.400000000000001e-001	2.195114e-005
4.600000000000001e-001	2.863782e-005
4.800000000000002e-001	3.645868e-005
5.000000000000001e-001	4.537272e-005
5.200000000000001e-001	5.531003e-005
5.400000000000002e-001	6.618435e-005
5.600000000000002e-001	7.790363e-005
5.800000000000002e-001	9.037762e-005
6.000000000000002e-001	1.035224e-004
6.200000000000002e-001	1.172626e-004
6.400000000000002e-001	1.315316e-004
6.600000000000003e-001	1.462716e-004
6.800000000000003e-001	1.614324e-004
7.000000000000003e-001	1.769703e-004
7.200000000000003e-001	1.928473e-004
7.400000000000003e-001	2.090301e-004
7.600000000000003e-001	2.254891e-004
7.800000000000004e-001	2.421981e-004
8.000000000000004e-001	2.591336e-004
8.200000000000004e-001	2.762742e-004
8.400000000000004e-001	2.936008e-004
8.600000000000004e-001	3.110956e-004
8.800000000000005e-001	3.287426e-004
9.000000000000005e-001	3.465268e-004
9.200000000000005e-001	3.644346e-004
9.400000000000005e-001	3.824531e-004
9.600000000000005e-001	4.005707e-004
9.800000000000005e-001	4.187763e-004
1.000000000000000e+000	4.370598e-004
1.020000000000001e+000	4.554116e-004
1.040000000000001e+000	4.738230e-004
1.060000000000001e+000	4.922857e-004
1.080000000000001e+000	5.107918e-004
1.100000000000001e+000	5.293343e-004
1.120000000000001e+000	5.479062e-004
1.140000000000001e+000	5.665013e-004
1.160000000000001e+000	5.851136e-004
1.180000000000001e+000	6.037375e-004
1.200000000000001e+000	6.223678e-004
1.220000000000001e+000	6.409994e-004
1.240000000000001e+000	6.596278e-004
1.260000000000001e+000	6.782486e-004
1.280000000000001e+000	6.968576e-004
1.300000000000001e+000	7.154510e-004
1.320000000000001e+000	7.340250e-004
1.340000000000001e+000	7.525761e-004
1.360000000000001e+000	7.711010e-004
1.380000000000001e+000	7.895965e-004
1.400000000000001e+000	8.080597e-004
1.420000000000001e+000	8.264876e-004
1.440000000000001e+000	8.448776e-004
1.460000000000001e+000	8.632268e-004
1.480000000000001e+000	8.815330e-004
1.500000000000001e+000	8.997934e-004
1.520000000000001e+000	9.180058e-004
1.540000000000001e+000	9.361680e-004
1.560000000000001e+000	9.542775e-004
